4, 5
28, 29
17, 18
33, 34
8, 9
19, 20
21, 22
27, 28
0, 1
6, 7
12, 13
16, 13
2, 3
43, 44
24, 40
27, 28, 29
34, 45
45, 46
48, 49
17, 51
18, 52
33, 50
8, 9
54, 55
57, 15
60, 39
4, 5
0, 58
41, 26
41, 15
35, 62
64, 65
26, 70
18, 22
67, 6
68, 69
41, 26
57, 26
57, 15
72, 71
22, 63
57, 26
51, 21
74, 75
57, 26
17, 18, 52
21, 22
76, 63
80, 79
57, 41
48, 77
51, 68
0, 38
64, 83
76, 21
24, 30
56, 24
0, 81
17, 52
56, 17
84, 5
51, 69
0, 24
85, 54
56, 51
0, 51
18, 58
77, 86
24, 5
56, 51
88, 87
41, 15
70, 15
56, 38
56, 51, 69, 38
73, 37
37, 63
51, 52
51, 63
90, 87
91, 87
0, 30
21, 22
16, 12
26, 92
51, 52, 63
51, 68, 63
57, 41, 15
57, 15
69, 38
21, 22
57, 70
0, 30
65, 47
92, 15
93, 94
65, 47
68, 63
96, 13
51, 38
64, 65, 83
56, 63
65, 13
51, 38
97, 15
17, 63
16, 44
65, 98
65, 97
41, 97
16, 96
51, 69, 38
12, 70
56, 68
97, 99
56, 51, 38
17, 51, 63
12, 15
56, 69, 38
16, 43
65, 91
91, 13
41, 12
100, 39
96, 83
16, 43, 96
24, 84
90, 94
41, 47
41, 68
41, 4, 15
101, 103
40, 84
74, 103
104, 94
96, 44
64, 68
96, 68
4, 15
65, 83
96, 43
104, 90
41, 105
4, 44
98, 12
80, 107
107, 108
64, 43
65, 68
41, 105
107, 109
96, 43, 44
110, 111
80, 109
57, 68
113, 31
40, 5
69, 38
114, 115
43, 44
33, 45
33, 50
80, 31
80, 113
117, 111
42, 118
61, 79
80, 68
44, 31
42, 35
36, 61
27, 29
42, 107
114, 117
120, 89
20, 111
33, 111
33, 19
45, 110
80, 119
35, 124
33, 110
35, 4
125, 54
67, 54
126, 127
80, 119
114, 19
122, 19
133, 134
132, 111
129, 130
85, 55
111, 135
44, 70
40, 84, 5
125, 55
85, 29
128, 101
67, 6, 7
141, 142
139, 140
139, 54
67, 125
114, 35
1, 69
132, 135
45, 46
67, 139
147, 142
129, 146
128, 116
144, 143
145, 3
67, 85
101, 126
128, 116, 126
91, 131
27, 150
80, 68
66, 2
139, 151
147, 141
5, 157
85, 125
1, 51
114, 155
34, 111
132, 135
10, 45
127, 95
49, 154
152, 2
152, 3
3, 7
3, 151
3, 54
48, 162
3, 125
11, 29
112, 114
128, 101, 126
144, 89
49, 158
3, 55
128, 131, 101
128, 131, 116
153, 44
53, 159
160, 68
145, 2
3, 54
5, 77
136, 29
20, 111, 135
33, 110
139, 55
131, 101
131, 116
165, 23
48, 148
164, 4
153, 163
162, 158
20, 135
154, 148
84, 77
128, 91
152, 7
140, 149
48, 78
34, 117
111, 135
131, 126
48, 72
128, 131
66, 28
2, 139
165, 95
32, 68
122, 61
20, 111
152, 67
20, 135
132, 20, 111
170, 158
11, 4
136, 45
8, 9, 86
128, 91, 131
164, 28, 151
171, 133
120, 45
9, 86
28, 151
164, 151
34, 117
144, 45, 46
8, 86
169, 173
45, 143
19, 61
50, 174
120, 50
50, 19
1, 68
46, 143
11, 147
1, 69
7, 175
85, 141
114, 45
34, 19
34, 135
20, 45
128, 174
0, 124
144, 46
116, 61
136, 54
114, 132, 110
33, 114, 110
114, 111
122, 34
112, 45
50, 110
91, 174
120, 50, 19
144, 114
120, 34, 50
144, 34
33, 34, 50
144, 45
91, 131, 174
112, 121
152, 6
120, 117
125, 6
50, 132
136, 85
121, 114
116, 101, 126
0, 63
44, 167
116, 167
85, 7
67, 141
128, 131
116, 101
77, 157
56, 17, 51
0, 63
128, 91
131, 174
98, 15
9, 179
128, 91, 174
112, 117
116, 77
180, 4
35, 61
56, 68
179, 86
144, 132
181, 86
40, 84
81, 58
5, 77, 157
165, 126
112, 135
24, 84
0, 17, 63
32, 166
131, 179
91, 180, 174
4, 84
109, 62
91, 180
128, 180
128, 91, 180
81, 1
12, 183
128, 131, 180, 174
91, 131, 180, 174
106, 59
128, 131, 174
180, 174
131, 180
185, 13
0, 63
186, 44
131, 180, 174
17, 51
17, 51
187, 182
12, 47
185, 13, 118
42, 13
106, 59
13, 118
186, 44
80, 107, 109
80, 42, 107
12, 13
12, 13
175, 55
80, 62
187, 182
128, 180
25, 58
128, 131, 180
0, 56
13, 183
16, 31
113, 70
88, 189
113, 153
16, 113
189, 87
93, 189
42, 107
32, 86
32, 86
115, 117
16, 153
91, 131, 180
58, 51
86, 166
107, 119
32, 86, 166
42, 119
42, 107, 119
91, 180
88, 93
128, 131, 180
93, 87
16, 70
128, 91, 180
88, 189
8, 181
16, 13
115, 111
88, 184
42, 108, 119
16, 12, 13
184, 93
16, 12, 13
57, 59
108, 119
42, 107, 108, 119
88, 189, 87
16, 12
42, 108
0, 68
44, 79
57, 59
42, 61
42, 108, 61
107, 108, 119
42, 61
42, 107, 108
160, 159
32, 159
87, 191
43, 108
128, 180, 174
96, 108
56, 51
116, 126
116, 108
172, 134
193, 186
129, 134
49, 77
82, 183
186, 74
186, 75
107, 119
193, 14
57, 75
48, 194
82, 12, 183
44, 36
24, 51
51, 30
43, 12
194, 77
82, 13
129, 138
88, 87, 191
49, 86
82, 12
116, 108, 126
189, 191
194, 86
194, 181
186, 74, 14
24, 49, 40
194, 86
37, 159
108, 126
195, 95
48, 86
88, 191
42, 93
98, 82
73, 17
186, 14
40, 81
84, 191
17, 159
128, 131, 174
131, 61
24, 81
49, 37
196, 159
128, 197
91, 197
32, 49
48, 159
65, 79
0, 25
83, 79
153, 70
129, 178
68, 30
0, 56
186, 75, 74
83, 44
56, 69
42, 107
82, 43
56, 68
64, 12
97, 198
24, 81, 40
194, 179
49, 86
129, 178, 134
42, 107
144, 111
50, 111
137, 178
109, 119
109, 79
56, 32
112, 20
48, 56
48, 69
32, 69
34, 132
34, 50
72, 166
86, 71
96, 97
56, 32
32, 61
114, 115
56, 34
126, 79
112, 110, 111
193, 74
112, 56
96, 47
32, 35
33, 50, 143
144, 50, 143
116, 109
34, 61
45, 199
144, 33, 50
33, 117
50, 46
159, 143
116, 109, 119
116, 109, 62
110, 135
46, 199
33, 143
50, 45, 46
19, 143
48, 117
48, 77, 117
48, 117
115, 135
69, 111
69, 135
120, 143
57, 116
35, 107
184, 195
117, 110
108, 143
109, 61
42, 35
77, 46
116, 62
33, 45, 110
50, 143
65, 175
109, 61
32, 53, 166
83, 126
50, 143
145, 28
65, 105
105, 13
105, 15
152, 150
40, 81, 110
173, 126
173, 79
116, 173
201, 202
132, 69
108, 109
105, 98
116, 119
105, 70
61, 79
89, 145
66, 191
137, 167
204, 44
205, 151
162, 196
137, 10
196, 158
145, 110
145, 158
137, 116
89, 145
89, 162
36, 79
162, 158
196, 158
89, 162
89, 28
96, 204
0, 30
137, 26
165, 206
28, 175
178, 95
74, 14
44, 36, 79
51, 63
28, 7
17, 68
58, 51
58, 51
179, 181
156, 134
12, 13, 70
16, 12, 70
16, 13, 70
34, 110
53, 166
12, 70
32, 53
137, 204
196, 53
53, 158
16, 13
41, 13
16, 12
27, 85
97, 204
145, 175
32, 196, 53
32, 158
196, 53
32, 196, 53
32, 196
34, 143
75, 59
49, 117
136, 149
136, 147
147, 149
144, 51
32, 154, 53
154, 196, 53
32, 154, 196
136, 21
154, 179
89, 175
120, 21
154, 10
171, 133
102, 39
112, 56, 68
90, 164
193, 14
57, 13
112, 68
154, 86
139, 141
149, 142
13, 70
128, 44
69, 111
69, 111
41, 105
178, 180
32, 196
105, 12
105, 12
34, 46
147, 141, 142
112, 63
149, 141
3, 207
8, 110
3, 139, 207
132, 69
8, 110
3, 139
80, 61
105, 12, 13
104, 182
182, 94
3, 139
49, 110
11, 142
104, 182, 94
105, 98
187, 94
41, 98, 105
69, 111
11, 141, 142
49, 110
3, 207
41, 98
11, 149, 142, 141
11, 147, 141, 142
8, 49, 110
41, 98, 105
98, 13
149, 142, 141
105, 98
41, 105
16, 99
147, 149, 142
11, 141
139, 207
16, 98
69, 117
8, 49, 110
84, 149
132, 69, 111
104, 187, 182, 94
132, 69, 111
3, 149
104, 187, 94
113, 118
3, 149, 207
182, 94
3, 139, 207
104, 202, 182
41, 12, 13
41, 70
104, 202, 94
123, 103
193, 75
149, 103
112, 38
128, 182
185, 123
41, 70, 105
104, 182
104, 202
44, 149
113, 116
85, 151
75, 103
128, 182, 104, 94
188, 181
152, 85
132, 111
52, 63
117, 181
58, 38
80, 123, 109
187, 180
52, 63
113, 108
50, 181
123, 109
80, 123
50, 173
204, 156
91, 197
202, 187
202, 197
116, 113, 108
186, 103
35, 101
60, 103
91, 180, 197
128, 104, 182
80, 109, 61
208, 91
177, 53
26, 13
77, 199
89, 50
145, 175
209, 198
186, 60
193, 60
75, 60
91, 180, 197
152, 139
129, 3
105, 44
104, 198
138, 167
18, 58, 21
89, 50
142, 207
180, 197
153, 31
3, 141
197, 198
187, 5
3, 142
91, 180
1, 58
202, 157
58, 30
0, 68, 21
0, 25, 21
35, 164
0, 17
101, 198
85, 141
18, 21
93, 174
108, 119
116, 108
101, 182
104, 182, 94
1, 58, 30
0, 1, 58
129, 42
208, 198
85, 142
18, 52, 21
208, 174
180, 197
104, 197
124, 79
141, 207
152, 151
137, 172
98, 44
153, 116
152, 54
208, 198, 174
128, 198, 174
202, 93, 157
59, 60
68, 111
11, 149
42, 154
57, 12
17, 21
6, 151
54, 151
85, 6, 151
68, 69, 111
3, 141
208, 131
90, 180
187, 94
17, 52, 21
17, 52, 63
68, 69
36, 109
202, 5, 157
125, 175
169, 69, 111
50, 45
157, 182
17, 21, 63
164, 85
209, 93
141, 142
41, 44
136, 207
35, 109, 62
35, 116, 109
65, 183
186, 100
5, 94
85, 151
42, 107
18, 52, 63
93, 182
83, 13, 183
0, 76
192, 167
104, 90, 94
169, 167
0, 1, 30
35, 109
210, 69
16, 47
42, 109
152, 85, 54
65, 15
18, 21, 63
82, 83
35, 61
66, 147
132, 68, 69
64, 65
99, 44
35, 36, 61
64, 65, 47
120, 210, 69
210, 68, 69
195, 5
202, 5
17, 18, 21
114, 110
133, 173
8, 49
3, 142
192, 169
202, 189
1, 30
88, 202
80, 35
210, 132
136, 150
65, 82
120, 69
120, 68, 69
185, 107
195, 189
3, 141, 142
25, 76
180, 189
211, 180
178, 23
50, 69
210, 50
91, 197
21, 63
42, 119
210, 68
145, 125
168, 23
50, 69, 111
72, 159
74, 101
201, 195
150, 207
169, 7
137, 7
48, 66
212, 119
82, 47
112, 69
61, 62
178, 23
120, 68
98, 83
67, 140
7, 23
50, 117
